Clean Age,Country Name,Region,Indicator,Year,Unit of measurement
27,Belgium,Europe,Persons arrested/suspected for intentional homicide,2012,"Rate per 100,000 population"
22,Argentina,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Barbados,Americas,Victims of intentional homicide,2019,Counts
22,Ecuador,Americas,Victims of intentional homicide,2017,Counts
22,Croatia,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
27,Uruguay,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
22,Hungary,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Sri Lanka,Asia,Persons arrested/suspected for intentional homicide,2017,Counts
22,Costa Rica,Americas,Victims of intentional homicide,2021,Counts
27,Mongolia,Asia,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Türkiye,Asia,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
5,Holy See,Europe,Persons arrested/suspected for intentional homicide,2021,Counts
22,Suriname,Americas,Victims of intentional homicide,2021,Counts
5,Panama,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Ireland,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Dominica,Americas,Persons arrested/suspected for intentional homicide,2016,Counts
22,Austria,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
27,Croatia,Europe,Persons arrested/suspected for intentional homicide,2013,Counts
22,Norway,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
27,Jamaica,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
27,Czechia,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
27,Norway,Europe,Persons arrested/suspected for intentional homicide,2009,"Rate per 100,000 population"
5,Czechia,Europe,Victims of intentional homicide,2016,Counts
5,Iceland,Europe,Victims of intentional homicide,2011,"Rate per 100,000 population"
5,Mexico,Americas,Victims of intentional homicide,2020,Counts
27,Saint Vincent and the Grenadines,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
22,Chile,Americas,Victims of intentional homicide,2019,Counts
27,Singapore,Asia,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,Spain,Europe,Victims of intentional homicide,2018,Counts
5,Jamaica,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
22,Barbados,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Australia,Oceania,Persons arrested/suspected for intentional homicide,2017,Counts
27,Grenada,Americas,Victims of intentional homicide,2016,Counts
5,Switzerland,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
22,Finland,Europe,Victims of intentional homicide,2018,Counts
27,Czechia,Europe,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
5,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2012,Counts
27,Kazakhstan,Asia,Persons arrested/suspected for intentional homicide,2008,Counts
22,Suriname,Americas,Victims of intentional homicide,2020,Counts
22,Suriname,Americas,Victims of intentional homicide,2020,"Rate per 100,000 population"
5,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Colombia,Americas,Victims of intentional homicide,2012,Counts
22,Sri Lanka,Asia,Victims of intentional homicide,2017,"Rate per 100,000 population"
5,Saint Lucia,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
27,Barbados,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Norway,Europe,Victims of intentional homicide,2021,Counts
5,Jamaica,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
27,Montenegro,Europe,Persons arrested/suspected for intentional homicide,2020,"Rate per 100,000 population"
5,Uruguay,Americas,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Finland,Europe,Persons arrested/suspected for intentional homicide,2015,Counts
5,Costa Rica,Americas,Victims of intentional homicide,2019,Counts
27,Dominican Republic,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
27,Suriname,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
27,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
27,Serbia,Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,"China, Hong Kong Special Administrative Region",Asia,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Ecuador,Americas,Victims of intentional homicide,2014,"Rate per 100,000 population"
5,Czechia,Europe,Persons arrested/suspected for intentional homicide,2018,"Rate per 100,000 population"
27,Austria,Europe,Victims of intentional homicide,2013,Counts
5,Saint Kitts and Nevis,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
22,Costa Rica,Americas,Victims of intentional homicide,2020,Counts
27,Switzerland,Europe,Victims of intentional homicide,2022,Counts
22,El Salvador,Americas,Victims of intentional homicide,2019,Counts
27,Singapore,Asia,Persons arrested/suspected for intentional homicide,2019,Counts
27,Azerbaijan,Asia,Persons arrested/suspected for intentional homicide,2014,Counts
27,Mauritius,Africa,Victims of intentional homicide,2022,Counts
22,Netherlands (Kingdom of the),Europe,Victims of intentional homicide,2019,Counts
5,Norway,Europe,Persons arrested/suspected for intentional homicide,2016,Counts
5,Austria,Europe,Persons arrested/suspected for intentional homicide,2020,Counts
27,Spain,Europe,Persons arrested/suspected for intentional homicide,2022,Counts
5,Trinidad and Tobago,Americas,Victims of intentional homicide,2019,"Rate per 100,000 population"
5,Colombia,Americas,Victims of intentional homicide,2015,"Rate per 100,000 population"
22,Australia,Oceania,Victims of intentional homicide,2017,"Rate per 100,000 population"
22,Iceland,Europe,Persons arrested/suspected for intentional homicide,2015,Counts
27,Antigua and Barbuda,Americas,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
5,Netherlands (Kingdom of the),Europe,Victims of intentional homicide,2021,Counts
27,Czechia,Europe,Victims of intentional homicide,2019,"Rate per 100,000 population"
27,Argentina,Americas,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
27,Bulgaria,Europe,Persons arrested/suspected for intentional homicide,2010,Counts
27,Suriname,Americas,Victims of intentional homicide,2022,Counts
27,Argentina,Americas,Persons arrested/suspected for intentional homicide,2020,Counts
27,El Salvador,Americas,Persons arrested/suspected for intentional homicide,2014,"Rate per 100,000 population"
27,Finland,Europe,Victims of intentional homicide,2016,Counts
22,Bolivia (Plurinational State of),Americas,Persons arrested/suspected for intentional homicide,2015,Counts
22,Austria,Europe,Persons arrested/suspected for intentional homicide,2018,Counts
27,Bahamas,Americas,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,"China, Hong Kong Special Administrative Region",Asia,Persons arrested/suspected for intentional homicide,2012,Counts
5,Bahamas,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
22,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2014,Counts
5,Lithuania,Europe,Victims of intentional homicide,2015,Counts
22,Chile,Americas,Persons arrested/suspected for intentional homicide,2017,Counts
22,Norway,Europe,Persons arrested/suspected for intentional homicide,2022,Counts
27,Dominica,Americas,Persons arrested/suspected for intentional homicide,2015,Counts
5,Kosovo under UNSCR 1244,Europe,Victims of intentional homicide,2017,Counts
27,Switzerland,Europe,Persons arrested/suspected for intentional homicide,2013,Counts
22,Antigua and Barbuda,Americas,Victims of intentional homicide,2017,Counts
27,United States of America,Americas,Persons arrested/suspected for intentional homicide,2012,Counts
22,Saint Vincent and the Grenadines,Americas,Persons arrested/suspected for intentional homicide,2021,Counts
27,Belarus,Europe,Persons arrested/suspected for intentional homicide,2014,Counts
5,Bahamas,Americas,Persons arrested/suspected for intentional homicide,2022,Counts
5,Latvia,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
27,Mongolia,Asia,Victims of intentional homicide,2013,"Rate per 100,000 population"
22,Colombia,Americas,Victims of intentional homicide,2014,Counts
27,Slovenia,Europe,Persons arrested/suspected for intentional homicide,2014,Counts
5,Portugal,Europe,Victims of intentional homicide,2015,"Rate per 100,000 population"
5,Saint Lucia,Americas,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
5,United Kingdom (Scotland),Europe,Persons arrested/suspected for intentional homicide,2019,Counts
27,Sweden,Europe,Persons arrested/suspected for intentional homicide,2017,Counts
27,Lithuania,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
22,Italy,Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Montenegro,Europe,Persons arrested/suspected for intentional homicide,2016,"Rate per 100,000 population"
27,Bolivia (Plurinational State of),Americas,Victims of intentional homicide,2022,Counts
5,United Kingdom (Northern Ireland),Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
27,Italy,Europe,Persons arrested/suspected for intentional homicide,2008,Counts
22,Canada,Americas,Persons arrested/suspected for intentional homicide,2018,Counts
22,Barbados,Americas,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
27,Iceland,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
27,United Kingdom (Scotland),Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
22,Sweden,Europe,Persons arrested/suspected for intentional homicide,2021,"Rate per 100,000 population"
5,Colombia,Americas,Victims of intentional homicide,2021,Counts
27,Serbia,Europe,Persons arrested/suspected for intentional homicide,2022,"Rate per 100,000 population"
22,Malta,Europe,Victims of intentional homicide,2021,"Rate per 100,000 population"
5,Croatia,Europe,Persons arrested/suspected for intentional homicide,2019,Counts
5,Czechia,Europe,Persons arrested/suspected for intentional homicide,2015,Counts
27,Norway,Europe,Victims of intentional homicide,2022,Counts
27,Saint Kitts and Nevis,Americas,Victims of intentional homicide,2020,Counts
27,Colombia,Americas,Victims of intentional homicide,2015,Counts
27,Belize,Americas,Victims of intentional homicide,2022,"Rate per 100,000 population"
5,Iceland,Europe,Victims of intentional homicide,2017,"Rate per 100,000 population"
5,Belize,Americas,Victims of intentional homicide,2018,"Rate per 100,000 population"
22,Austria,Europe,Victims of intentional homicide,2010,"Rate per 100,000 population"
27,Czechia,Europe,Persons arrested/suspected for intentional homicide,2011,Counts
22,Australia,Oceania,Victims of intentional homicide,2019,Counts
22,Kosovo under UNSCR 1244,Europe,Victims of intentional homicide,2016,"Rate per 100,000 population"
22,Norway,Europe,Victims of intentional homicide,2014,"Rate per 100,000 population"
5,Antigua and Barbuda,Americas,Victims of intentional homicide,2017,Counts
22,Barbados,Americas,Victims of intentional homicide,2021,Counts
5,Norway,Europe,Persons arrested/suspected for intentional homicide,2017,"Rate per 100,000 population"
22,Kosovo under UNSCR 1244,Europe,Victims of intentional homicide,2017,Counts
22,Poland,Europe,Victims of intentional homicide,2020,"Rate per 100,000 population"
22,Singapore,Asia,Persons arrested/suspected for intentional homicide,2019,"Rate per 100,000 population"
27,Denmark,Europe,Persons arrested/suspected for intentional homicide,2015,"Rate per 100,000 population"
27,Kenya,Africa,Victims of intentional homicide,2014,"Rate per 100,000 population"
27,Australia,Oceania,Victims of intentional homicide,2017,Counts
5,Bosnia and Herzegovina,Europe,Victims of intentional homicide,2022,"Rate per 100,000 population"
22,Cabo Verde,Africa,Persons arrested/suspected for intentional homicide,2017,Counts
5,Cabo Verde,Africa,Victims of intentional homicide,2017,"Rate per 100,000 population"
5,Finland,Europe,Persons arrested/suspected for intentional homicide,2014,Counts
